Ticker,Price,Shares,CurrentValue,TargetWeight,TargetValue,Side,TradeValueCHF,TradeShares,TradeValueCHFRounded,TradeSharesRounded
AGG,100.0199966430664,25,2500.49991607666,0.37499999999999994,4913.941701335906,BUY,2413.441785259246,24.129592744058055,2400.4799194335938,24
GLD,411.92999267578125,5,2059.6499633789062,0.0625,818.9902835559844,SELL,-1240.6596798229218,-3.011821673299256,-1235.7899780273438,-3
SPY,690.3800048828125,10,6903.800048828125,0.5,6551.9222684478755,HOLD,-351.87778038024953,-0.5096870968039964,0.0,0
VXUS,75.61000061035156,12,907.3200073242188,0.0625,818.9902835559844,SELL,-88.32972376823432,-1.1682280525751156,-75.61000061035156,-1
